title,price,rating,availability,category,image_url,book_url
World Without End (The Pillars of the Earth #2),£32.97,Four de 5 estrelas,In stock (5 available),Historical Fiction,https://books.toscrape.com/media/cache/58/b5/58b5730dd82cbcf6560cf0ab8b56cd9f.jpg,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31,Four de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/b9/e6/b9e66a23fe4b95c426409bad86058152.jpg,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,£48.67,Two de 5 estrelas,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/be/98/be98641184d97b2fad1bc6c90c571b80.jpg,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Where She Went (If I Stay #2),£41.73,Four de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/0c/f9/0cf93861d70a35c3d8deaa265a630e35.jpg,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,£53.68,Four de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/1f/5a/1f5a1bea2bd3e38dc105a7fe33a08826.jpg,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
Two Summers,£14.64,One de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/cd/1a/cd1ab47070ea1662d4917d7ad483ed53.jpg,https://books.toscrape.com/catalogue/two-summers_415/index.html
This Is Your Brain on Music: The Science of a Human Obsession,£38.40,One de 5 estrelas,In stock (5 available),Music,https://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
The Secret Garden,£15.08,Four de 5 estrelas,In stock (5 available),Classics,https://books.toscrape.com/media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
The Raven King (The Raven Cycle #4),£30.57,Two de 5 estrelas,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/2f/7f/2f7f108c7b56c6adac8510eb43ff4f79.jpg,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
The Raven Boys (The Raven Cycle #1),£57.74,Four de 5 estrelas,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/68/b0/68b05bbf33c6b8e2914f35ad14a0d2d8.jpg,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,£11.05,Five de 5 estrelas,In stock (5 available),Food and Drink,https://books.toscrape.com/media/cache/21/65/21651189fd05220e11ea5a1bd99ce58b.jpg,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
The Metamorphosis,£28.58,One de 5 estrelas,In stock (5 available),Classics,https://books.toscrape.com/media/cache/9b/33/9b33c3c40c8d27054a3edf96cbf6a2fb.jpg,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,£42.91,Five de 5 estrelas,In stock (5 available),History,https://books.toscrape.com/media/cache/52/74/5274c64fbcb7ce4bbf427ed751f6cada.jpg,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Little Paris Bookshop,£24.73,Three de 5 estrelas,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/ed/25/ed2540d08b66683313ffee9241bfd926.jpg,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
The Hiding Place,£55.91,Four de 5 estrelas,In stock (5 available),History,https://books.toscrape.com/media/cache/74/92/74927818a922712c13999a8043f7f35c.jpg,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
The Grand Design,£13.76,Three de 5 estrelas,In stock (5 available),Science,https://books.toscrape.com/media/cache/9b/69/9b696c2064d6ee387774b6121bb4be91.jpg,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
The Firm,£45.56,Three de 5 estrelas,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/30/64/3064d8c687f770efea3fabeac0cd2d6f.jpg,https://books.toscrape.com/catalogue/the-firm_404/index.html
The Fault in Our Stars,£47.22,One de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/4f/96/4f96ae30d8aefab78b9c8005197eb85f.jpg,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
The False Prince (The Ascendance Trilogy #1),£56.00,Five de 5 estrelas,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/36/b1/36b1333456d4c6b28e90d1157d37bc0e.jpg,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
The Expatriates,£44.58,Two de 5 estrelas,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/4a/96/4a96cd8c43ea6c74d5b8d9ce1d47c187.jpg,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
The Dream Thieves (The Raven Cycle #2),£34.50,One de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/77/1a/771a0d24c0ed726761a4ad4a4327e7d8.jpg,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
The Darkest Corners,£11.33,Five de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/8c/64/8c64037f38663260b91c275078ee882d.jpg,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
The Crossover,£38.77,Four de 5 estrelas,In stock (5 available),Poetry,https://books.toscrape.com/media/cache/25/fe/25fe373b974387a66ff1dea80f023ccb.jpg,https://books.toscrape.com/catalogue/the-crossover_398/index.html
The 5th Wave (The 5th Wave #1),£11.83,Two de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/01/d2/01d245f56c1d9a397caa3d956573616e.jpg,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
Tell the Wind and Fire,£45.51,Three de 5 estrelas,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/bf/77/bf77b0c1f1bda1cd7297325066a7f337.jpg,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
Tell Me Three Things,£41.81,One de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/92/a5/92a5e01c5067f65f03b316a328459f9f.jpg,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,£25.15,Four de 5 estrelas,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/5d/62/5d62099546e3889ad385b13c62bc8874.jpg,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
Siddhartha,£34.22,Five de 5 estrelas,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/6b/5f/6b5fba0f415741ab61c0cf24d11933ab.jpg,https://books.toscrape.com/catalogue/siddhartha_393/index.html
Shiver (The Wolves of Mercy Falls #1),£16.23,Five de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/79/57/79574d160951e6703343c593ef1bae98.jpg,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
Remember Me?,£11.48,Three de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/56/6c/566cf3ec6a006c333f64c3f70992874d.jpg,https://books.toscrape.com/catalogue/remember-me_391/index.html
Red Dragon (Hannibal Lecter #1),£23.37,Three de 5 estrelas,In stock (5 available),Horror,https://books.toscrape.com/media/cache/4a/ce/4acec5ebebf374e7a84a5d8c74ee5752.jpg,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
Peak: Secrets from the New Science of Expertise,£16.28,Two de 5 estrelas,In stock (5 available),Science,https://books.toscrape.com/media/cache/7c/04/7c04c7a92b5ba83361eba81fa364a2ca.jpg,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
My Mother Was Nuts,£31.63,Four de 5 estrelas,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/65/67/6567e9868a3d1196f32c063c0f73ea01.jpg,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,£24.91,Five de 5 estrelas,In stock (5 available),Food and Drink,https://books.toscrape.com/media/cache/c2/19/c219b1be1e325abd2244ace190870569.jpg,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
Maybe Something Beautiful: How Art Transformed a Neighborhood,£22.54,One de 5 estrelas,In stock (5 available),Childrens,https://books.toscrape.com/media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
Lola and the Boy Next Door (Anna and the French Kiss #2),£23.63,Four de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/1e/12/1e12b33f2f3988b23f895d2319ef7af8.jpg,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
Logan Kade (Fallen Crest High #5.5),£13.12,Two de 5 estrelas,In stock (5 available),Academic,https://books.toscrape.com/media/cache/2b/44/2b4404e00c242bf1b8263bdd99c07354.jpg,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
Last One Home (New Beginnings #1),£59.98,Three de 5 estrelas,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/0b/98/0b98d840b298be76c1a982a8d1f4688f.jpg,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
Killing Floor (Jack Reacher #1),£31.49,Four de 5 estrelas,In stock (5 available),Thriller,https://books.toscrape.com/media/cache/b1/5b/b15b4c864b762133cdaf69b58ba55d76.jpg,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
Kill the Boy Band,£15.52,Five de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/6e/66/6e66e7cefe3ca7cf9402f87f3e13c79e.jpg,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
Isla and the Happily Ever After (Anna and the French Kiss #3),£48.13,Five de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/61/ff/61ffcc9619675c79b1f0b568d6ee870c.jpg,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
If I Stay (If I Stay #1),£38.13,Five de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/c2/62/c262c55a104878043319173d79986c89.jpg,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),£36.55,Two de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/3b/f1/3bf1eded8dda102ca3f572540273f587.jpg,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
Harry Potter and the Deathly Hallows (Harry Potter #7),£23.32,One de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/d6/2b/d62b299736dda60f16eb4c5b23f81a82.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33,One de 5 estrelas,In stock (5 available),Sequential Art,https://books.toscrape.com/media/cache/8e/25/8e259f84683adbaa30452df5aaa142b3.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html
Foundation (Foundation (Publication Order) #1),£32.42,One de 5 estrelas,In stock (5 available),Science Fiction,https://books.toscrape.com/media/cache/da/a0/daa08c54a927c27494ea5bb90af79c60.jpg,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
Fool Me Once,£16.96,One de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/2e/ba/2eba785f249284b61928d98972c1b2ca.jpg,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
Find Her (Detective D.D. Warren #8),£22.37,One de 5 estrelas,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/48/4d/484d8afc2cf8b77a45fa4fec0a5e7b89.jpg,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
Evicted: Poverty and Profit in the American City,£42.27,One de 5 estrelas,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/db/27/db27a90497bcb1b1d8e59dec06264256.jpg,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
Drama,£38.70,Two de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/46/04/4604cba3ffbb4936dd3edb9cbfe26393.jpg,https://books.toscrape.com/catalogue/drama_371/index.html
Dracula the Un-Dead,£35.63,Five de 5 estrelas,In stock (5 available),Horror,https://books.toscrape.com/media/cache/b1/f2/b1f25fa4623b3ee2db6fb6d6e27c6fb5.jpg,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
Digital Fortress,£58.00,Five de 5 estrelas,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/86/78/86786e20ec80b5b3ec66657870750b73.jpg,https://books.toscrape.com/catalogue/digital-fortress_369/index.html
"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41,One de 5 estrelas,In stock (5 available),Sequential Art,https://books.toscrape.com/media/cache/93/d9/93d98563d32936ffd8db2c19f7857478.jpg,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",£32.35,Three de 5 estrelas,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/f2/c5/f2c56824a5aef38387350243762216eb.jpg,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
Critique of Pure Reason,£20.75,One de 5 estrelas,In stock (5 available),Philosophy,https://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html
Booked,£17.49,Five de 5 estrelas,In stock (5 available),Poetry,https://books.toscrape.com/media/cache/cf/3b/cf3b0341f5f4f4ad2c1439c11d32a9b1.jpg,https://books.toscrape.com/catalogue/booked_365/index.html
"Blue Lily, Lily Blue (The Raven Cycle #3)",£34.13,Five de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/16/67/16674db55d7c7c37bf19e1aed4a8cc57.jpg,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
Approval Junkie: Adventures in Caring Too Much,£58.81,Five de 5 estrelas,In stock (5 available),Autobiography,https://books.toscrape.com/media/cache/96/6d/966d8d2afdead087cba0f29a69f89ba5.jpg,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
An Abundance of Katherines,£10.00,Five de 5 estrelas,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/9b/c8/9bc86bc10a6beea536422bbe82e076fb.jpg,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
America's War for the Greater Middle East: A Military History,£51.22,Two de 5 estrelas,In stock (5 available),History,https://books.toscrape.com/media/cache/da/0c/da0ca0d6586f8164b7a96d4c807a6c7f.jpg,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
Alight (The Generations Trilogy #2),£58.59,Four de 5 estrelas,In stock (5 available),Default,https://books.toscrape.com/media/cache/43/74/43749a90eed0e03d9975116ad44fbde3.jpg,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
A Girl's Guide to Moving On (New Beginnings #2),£31.30,One de 5 estrelas,In stock (5 available),Romance,https://books.toscrape.com/media/cache/17/94/17940ad8d367ea5f28db57e7fc32dac9.jpg,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html
A Game of Thrones (A Song of Ice and Fire #1),£46.42,Two de 5 estrelas,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/37/09/3709ede7460008ec539deb7cd44b688e.jpg,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
A Feast for Crows (A Song of Ice and Fire #4),£17.21,Four de 5 estrelas,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/6f/b7/6fb724034c86041a52b247ae53613413.jpg,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
